age_struct,bedrooms,BLD_label,gross_rent,num_persons,move_in,HHT_label
100,2,One-family house attached,2800,2,3,Nonfamily household: Male householder: Not living alone
100,2,One-family house attached,2800,2,3,Nonfamily household: Male householder: Not living alone
43,2,2 Apartments,1200,2,3,Nonfamily household: Female householder: Not living alone
43,2,2 Apartments,1200,2,3,Nonfamily household: Female householder: Not living alone
73,1,50 or more apartments,550,2,7,Nonfamily household: Male householder: Not living alone
73,1,50 or more apartments,550,2,7,Nonfamily household: Male householder: Not living alone
63,1,50 or more apartments,270,1,15,Nonfamily household: Female householder: Living alone
33,0,50 or more apartments,2400,1,3,Nonfamily household: Female householder: Living alone
100,0,3-4 Apartments,750,1,30,Nonfamily household: Male householder: Living alone
16,2,One-family house attached,1250,2,7,"Other family household: Female householder, no spouse present"
16,2,One-family house attached,1250,2,7,"Other family household: Female householder, no spouse present"
7,1,50 or more apartments,368,1,3,Nonfamily household: Female householder: Living alone
53,4,3-4 Apartments,1070,5,7,"Other family household: Female householder, no spouse present"
53,4,3-4 Apartments,1070,5,7,"Other family household: Female householder, no spouse present"
53,4,3-4 Apartments,1070,5,7,"Other family household: Female householder, no spouse present"
53,4,3-4 Apartments,1070,5,7,"Other family household: Female householder, no spouse present"
53,4,3-4 Apartments,1070,5,7,"Other family household: Female householder, no spouse present"
33,2,50 or more apartments,2070,4,3,Married couple household
33,2,50 or more apartments,2070,4,3,Married couple household
33,2,50 or more apartments,2070,4,3,Married couple household
33,2,50 or more apartments,2070,4,3,Married couple household
100,2,3-4 Apartments,2200,1,1,Nonfamily household: Female householder: Living alone
100,3,20-49 Apartments,770,3,7,Married couple household
100,3,20-49 Apartments,770,3,7,Married couple household
100,3,20-49 Apartments,770,3,7,Married couple household
63,4,2 Apartments,1750,3,7,"Other family household: Female householder, no spouse present"
63,4,2 Apartments,1750,3,7,"Other family household: Female householder, no spouse present"
63,4,2 Apartments,1750,3,7,"Other family household: Female householder, no spouse present"
100,5,10-19 Apartments,1540,1,3,Nonfamily household: Female householder: Living alone
100,2,3-4 Apartments,330,1,7,Nonfamily household: Female householder: Living alone
53,4,10-19 Apartments,430,3,15,Nonfamily household: Male householder: Not living alone
53,4,10-19 Apartments,430,3,15,Nonfamily household: Male householder: Not living alone
53,4,10-19 Apartments,430,3,15,Nonfamily household: Male householder: Not living alone
100,3,One-family house detached,1508,3,2,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,1508,3,2,"Other family household: Female householder, no spouse present"
100,3,One-family house detached,1508,3,2,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,2630,3,1,Nonfamily household: Female householder: Not living alone
100,3,3-4 Apartments,2630,3,1,Nonfamily household: Female householder: Not living alone
100,3,3-4 Apartments,2630,3,1,Nonfamily household: Female householder: Not living alone
100,3,One-family house attached,1300,7,2,Married couple household
100,3,One-family house attached,1300,7,2,Married couple household
100,3,One-family house attached,1300,7,2,Married couple household
100,3,One-family house attached,1300,7,2,Married couple household
100,3,One-family house attached,1300,7,2,Married couple household
100,3,One-family house attached,1300,7,2,Married couple household
100,3,One-family house attached,1300,7,2,Married couple household
100,0,20-49 Apartments,170,1,2,Nonfamily household: Female householder: Living alone
53,1,50 or more apartments,850,1,3,Nonfamily household: Male householder: Living alone
6,1,50 or more apartments,1380,1,3,Nonfamily household: Female householder: Living alone
53,0,20-49 Apartments,640,1,15,Nonfamily household: Male householder: Living alone
43,2,10-19 Apartments,1060,1,1,Nonfamily household: Male householder: Living alone
73,1,2 Apartments,1234,1,7,Nonfamily household: Female householder: Living alone
100,3,3-4 Apartments,900,2,15,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,900,2,15,"Other family household: Female householder, no spouse present"
5,1,50 or more apartments,2023,2,1,Nonfamily household: Male householder: Not living alone
5,1,50 or more apartments,2023,2,1,Nonfamily household: Male householder: Not living alone
100,2,3-4 Apartments,1230,2,7,Married couple household
100,2,3-4 Apartments,1230,2,7,Married couple household
4,1,20-49 Apartments,2783,1,1,Nonfamily household: Male householder: Living alone
100,1,3-4 Apartments,950,3,1,"Other family household: Female householder, no spouse present"
100,1,3-4 Apartments,950,3,1,"Other family household: Female householder, no spouse present"
100,1,3-4 Apartments,950,3,1,"Other family household: Female householder, no spouse present"
100,0,3-4 Apartments,1270,4,15,"Other family household: Female householder, no spouse present"
100,0,3-4 Apartments,1270,4,15,"Other family household: Female householder, no spouse present"
100,0,3-4 Apartments,1270,4,15,"Other family household: Female householder, no spouse present"
100,0,3-4 Apartments,1270,4,15,"Other family household: Female householder, no spouse present"
100,1,5-9 Apartments,3150,2,1,Nonfamily household: Male householder: Not living alone
100,1,5-9 Apartments,3150,2,1,Nonfamily household: Male householder: Not living alone
53,2,2 Apartments,2400,2,3,Nonfamily household: Male householder: Not living alone
53,2,2 Apartments,2400,2,3,Nonfamily household: Male householder: Not living alone
16,1,50 or more apartments,4,2,15,Married couple household
16,1,50 or more apartments,4,2,15,Married couple household
63,3,One-family house detached,1480,1,1,Nonfamily household: Male householder: Living alone
53,1,50 or more apartments,910,1,15,Nonfamily household: Female householder: Living alone
100,2,2 Apartments,1200,1,3,Nonfamily household: Male householder: Living alone
33,0,20-49 Apartments,590,1,3,Nonfamily household: Male householder: Living alone
100,2,One-family house detached,1768,2,1,Married couple household
100,2,One-family house detached,1768,2,1,Married couple household
63,1,2 Apartments,620,1,30,Nonfamily household: Male householder: Living alone
63,3,2 Apartments,1087,1,3,Nonfamily household: Male householder: Living alone
100,2,One-family house detached,1255,2,1,Nonfamily household: Male householder: Not living alone
100,2,One-family house detached,1255,2,1,Nonfamily household: Male householder: Not living alone
16,2,50 or more apartments,2890,4,2,"Other family household: Female householder, no spouse present"
16,2,50 or more apartments,2890,4,2,"Other family household: Female householder, no spouse present"
16,2,50 or more apartments,2890,4,2,"Other family household: Female householder, no spouse present"
16,2,50 or more apartments,2890,4,2,"Other family household: Female householder, no spouse present"
100,1,20-49 Apartments,250,1,15,Nonfamily household: Female householder: Living alone
100,4,3-4 Apartments,1000,6,15,Married couple household
100,4,3-4 Apartments,1000,6,15,Married couple household
100,4,3-4 Apartments,1000,6,15,Married couple household
100,4,3-4 Apartments,1000,6,15,Married couple household
100,4,3-4 Apartments,1000,6,15,Married couple household
100,4,3-4 Apartments,1000,6,15,Married couple household
53,3,One-family house detached,1740,4,15,Married couple household
53,3,One-family house detached,1740,4,15,Married couple household
53,3,One-family house detached,1740,4,15,Married couple household
53,3,One-family house detached,1740,4,15,Married couple household
100,2,3-4 Apartments,660,1,3,Nonfamily household: Female householder: Living alone
33,1,50 or more apartments,300,2,3,Nonfamily household: Male householder: Not living alone
33,1,50 or more apartments,300,2,3,Nonfamily household: Male householder: Not living alone
15,2,5-9 Apartments,280,1,15,Nonfamily household: Female householder: Living alone
23,2,20-49 Apartments,1260,3,3,"Other family household: Female householder, no spouse present"
23,2,20-49 Apartments,1260,3,3,"Other family household: Female householder, no spouse present"
23,2,20-49 Apartments,1260,3,3,"Other family household: Female householder, no spouse present"
33,0,50 or more apartments,1910,2,1,Nonfamily household: Female householder: Not living alone
33,0,50 or more apartments,1910,2,1,Nonfamily household: Female householder: Not living alone
100,0,5-9 Apartments,600,1,3,Nonfamily household: Male householder: Living alone
100,2,3-4 Apartments,990,1,2,Nonfamily household: Male householder: Living alone
33,2,5-9 Apartments,1650,2,2,Nonfamily household: Male householder: Not living alone
33,2,5-9 Apartments,1650,2,2,Nonfamily household: Male householder: Not living alone
100,3,2 Apartments,1400,1,1,Nonfamily household: Female householder: Living alone
100,1,50 or more apartments,890,1,7,Nonfamily household: Female householder: Living alone
33,1,50 or more apartments,170,1,2,Nonfamily household: Female householder: Living alone
6,2,50 or more apartments,2553,3,3,Married couple household
6,2,50 or more apartments,2553,3,3,Married couple household
6,2,50 or more apartments,2553,3,3,Married couple household
100,4,3-4 Apartments,2680,4,3,Married couple household
100,4,3-4 Apartments,2680,4,3,Married couple household
100,4,3-4 Apartments,2680,4,3,Married couple household
100,4,3-4 Apartments,2680,4,3,Married couple household
63,3,One-family house detached,1273,1,1,Nonfamily household: Male householder: Living alone
33,1,One-family house detached,1600,2,3,Married couple household
33,1,One-family house detached,1600,2,3,Married couple household
100,3,3-4 Apartments,770,3,7,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,770,3,7,"Other family household: Female householder, no spouse present"
100,3,3-4 Apartments,770,3,7,"Other family household: Female householder, no spouse present"
10,1,50 or more apartments,710,2,1,Nonfamily household: Female householder: Not living alone
10,1,50 or more apartments,710,2,1,Nonfamily household: Female householder: Not living alone
43,1,50 or more apartments,570,1,1,Nonfamily household: Female householder: Living alone
100,3,2 Apartments,1720,3,15,"Other family household: Male householder, no spouse present"
100,3,2 Apartments,1720,3,15,"Other family household: Male householder, no spouse present"
100,3,2 Apartments,1720,3,15,"Other family household: Male householder, no spouse present"
73,1,3-4 Apartments,1730,1,1,Nonfamily household: Male householder: Living alone
43,1,20-49 Apartments,930,2,2,Married couple household
43,1,20-49 Apartments,930,2,2,Married couple household
63,2,5-9 Apartments,870,3,2,"Other family household: Female householder, no spouse present"
63,2,5-9 Apartments,870,3,2,"Other family household: Female householder, no spouse present"
63,2,5-9 Apartments,870,3,2,"Other family household: Female householder, no spouse present"
